provider_id,provider_name,category,city,area,full_location,latitude,longitude,rating,availability,experience_years,completed_jobs,response_time_minutes,price_range,verified_provider,languages_supported,phone_number,email,created_at
20564,Michael Beautician Services,Beautician,Lahore,Gulberg,"Gulberg, Lahore",25.718573,68.849554,4.0,Offline,12,1477,67,Low,False,"Urdu, Roman Urdu",+1-453-649-6861x891,aaronsmith@hart.info,2022-05-07
20565,Linda Carpenter Services,Carpenter,Faisalabad,D Ground,"D Ground, Faisalabad",29.764997,70.394576,4.8,Available Soon,14,672,85,Low,False,"English, Urdu",8618296185,morganmelissa@oliver-roberts.com,2022-11-06
20566,Luis Electrician Services,Electrician,Rawalpindi,PWD,"PWD, Rawalpindi",28.599692,71.052939,4.4,Available,20,3257,104,Low,True,"English, Urdu",001-488-406-1207x0146,hubercaitlin@wood.biz,2024-10-28
20567,Sarah Carpenter Services,Carpenter,Lahore,Bahria Town,"Bahria Town, Lahore",31.651057,70.984163,3.7,Available,19,2203,115,High,True,Roman Urdu,058-494-4499,mgill@hotmail.com,2026-01-26
20568,Walter Mechanic Services,Mechanic,Faisalabad,Madina Town,"Madina Town, Faisalabad",33.135296,67.197759,3.8,Busy,5,3363,109,Medium,False,"Urdu, Roman Urdu",621-999-5173x076,zavalatonya@lewis.biz,2026-01-07
20569,Tyler Plumber Services,Plumber,Rawalpindi,Saddar,"Saddar, Rawalpindi",30.156055,72.819788,4.7,Available,7,1678,84,High,False,"English, Urdu, Roman Urdu",+1-665-939-4194x26092,frank46@zimmerman-glass.biz,2022-04-19
20570,Michael Mobile Repair Services,Mobile Repair,Lahore,DHA,"DHA, Lahore",26.881918,71.720835,3.3,Busy,16,4007,90,Medium,False,"Urdu, Roman Urdu",(977)144-7697x5179,gbishop@garcia-woods.com,2022-08-03
20571,John Computer Technician Services,Computer Technician,Lahore,Bahria Town,"Bahria Town, Lahore",26.164044,68.327842,3.7,Offline,12,3339,7,High,False,Roman Urdu,826.085.4772x775,thomas90@bowen-payne.com,2024-11-30
20572,Barbara Painter Services,Painter,Peshawar,Cantt,"Cantt, Peshawar",27.079191,68.386944,4.9,Busy,12,2714,68,Medium,True,English,139-336-8591,hcurry@gmail.com,2025-08-01
20573,Karen Water Tank Cleaner Services,Water Tank Cleaner,Peshawar,Cantt,"Cantt, Peshawar",24.434668,67.891135,3.9,Offline,5,1110,98,Low,True,"Urdu, Roman Urdu",(276)241-3124,qrhodes@smith.info,2024-12-17
20574,Frances Electrician Services,Electrician,Karachi,DHA,"DHA, Karachi",28.499019,73.436613,4.0,Busy,8,1787,39,High,False,English,619-631-1617x5610,leejennifer@yahoo.com,2025-10-26
20575,Christopher Beautician Services,Beautician,Peshawar,Hayatabad,"Hayatabad, Peshawar",25.051429,69.313118,4.3,Busy,13,4410,47,Medium,True,"English, Urdu",992.960.0233,jamie20@yahoo.com,2025-10-27
20576,Allison Mechanic Services,Mechanic,Lahore,Bahria Town,"Bahria Town, Lahore",24.182854,72.890911,4.1,Available,4,464,5,Medium,True,"English, Urdu, Roman Urdu",555.164.8655x407,vsantana@gmail.com,2026-04-07
20577,Jimmy Computer Technician Services,Computer Technician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",32.279979,73.035754,3.9,Available Soon,12,3249,14,Low,False,Urdu,623-838-1140x07013,angela96@gmail.com,2023-03-27
20578,Brian AC Technician Services,AC Technician,Faisalabad,Madina Town,"Madina Town, Faisalabad",30.946472,72.591073,4.5,Available Soon,7,2224,64,Medium,False,"English, Urdu, Roman Urdu",(230)519-8802,austin28@gmail.com,2022-09-23
20579,Eric Carpenter Services,Carpenter,Peshawar,Hayatabad,"Hayatabad, Peshawar",33.392523,72.932289,4.8,Available,11,1143,30,Medium,True,English,+1-274-678-6992x1881,thomas17@gmail.com,2024-06-15
20580,Tamara Mechanic Services,Mechanic,Peshawar,University Town,"University Town, Peshawar",33.906248,69.008822,3.1,Available Soon,19,4711,105,Low,False,"English, Urdu, Roman Urdu",496-517-7184x815,lanephilip@hotmail.com,2023-01-08
20581,Robert Carpenter Services,Carpenter,Peshawar,Hayatabad,"Hayatabad, Peshawar",33.444858,68.856208,3.8,Busy,17,3909,82,Medium,False,"English, Urdu",(919)162-7492,xfowler@hotmail.com,2025-02-07
20582,Michael Computer Technician Services,Computer Technician,Karachi,Nazimabad,"Nazimabad, Karachi",33.947651,72.970561,4.9,Available Soon,3,271,48,Medium,False,Roman Urdu,195.326.2187,luis05@fritz.com,2023-05-04
20583,Amy Carpenter Services,Carpenter,Peshawar,Cantt,"Cantt, Peshawar",29.032433,68.930094,4.0,Available Soon,5,841,39,Medium,True,"English, Urdu, Roman Urdu",(570)786-4120x873,kathrynmorgan@gmail.com,2022-05-27
20584,Jill Computer Technician Services,Computer Technician,Peshawar,Cantt,"Cantt, Peshawar",33.248555,73.978856,3.4,Offline,17,3775,120,Medium,False,"English, Urdu",001-738-703-0517x653,brandonbeck@gmail.com,2025-05-21
20585,Christopher Painter Services,Painter,Lahore,Model Town,"Model Town, Lahore",33.793631,71.035097,3.5,Busy,18,4989,34,Medium,True,"English, Urdu",245.567.0899,ioneal@gmail.com,2025-04-13
20586,Hannah AC Technician Services,AC Technician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",30.082379,71.321278,4.7,Available,11,4377,8,High,True,"Urdu, Roman Urdu",+1-201-907-8904x373,jennifer64@hotmail.com,2024-07-26
20587,Scott Water Tank Cleaner Services,Water Tank Cleaner,Lahore,Model Town,"Model Town, Lahore",30.74468,72.933664,3.9,Available,6,3262,29,Medium,True,"English, Urdu",(047)783-0601,brian00@woodard-reyes.com,2022-12-06
20588,Heather Home Tutor Services,Home Tutor,Lahore,Bahria Town,"Bahria Town, Lahore",33.834346,73.489308,3.9,Busy,4,3483,93,Medium,True,"Urdu, Roman Urdu",4954212098,jacksonelizabeth@gmail.com,2025-09-30
20589,Valerie Mobile Repair Services,Mobile Repair,Islamabad,Blue Area,"Blue Area, Islamabad",25.532486,69.024096,4.8,Offline,10,3371,92,Low,False,Roman Urdu,(510)556-5656,gregorymccann@curry.net,2025-01-25
20590,Kelsey Computer Technician Services,Computer Technician,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",30.974486,73.690284,4.1,Offline,13,2482,16,Low,False,"English, Urdu, Roman Urdu",(233)290-8788x45987,kellykelly@gmail.com,2022-06-03
20591,Jack Electrician Services,Electrician,Karachi,Gulshan,"Gulshan, Karachi",30.094526,70.4966,3.3,Available Soon,16,752,51,Medium,False,English,001-591-643-4371,pearsonrachel@barrera.com,2024-03-20
20592,Brian Mobile Repair Services,Mobile Repair,Lahore,Bahria Town,"Bahria Town, Lahore",32.32734,72.232228,4.3,Offline,9,1220,81,Low,True,Urdu,(543)602-8347,diazmichelle@gmail.com,2025-04-19
20593,Michelle Mechanic Services,Mechanic,Lahore,Model Town,"Model Town, Lahore",26.933376,70.665895,3.8,Available Soon,11,2516,57,High,False,"English, Urdu",+1-420-085-3799,mariecompton@mitchell-salinas.com,2022-04-10
20594,Kimberly Tutor Services,Tutor,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",30.622118,67.082877,3.7,Offline,11,86,38,High,False,"Urdu, Roman Urdu",(608)613-5192x656,walterssandra@gmail.com,2025-02-26
20595,Joe Painter Services,Painter,Peshawar,Hayatabad,"Hayatabad, Peshawar",30.953376,69.666939,3.3,Available,3,4299,115,Low,False,English,0660012296,martinjames@gaines.com,2025-11-20
20596,David Plumber Services,Plumber,Rawalpindi,PWD,"PWD, Rawalpindi",25.119543,73.916198,3.6,Offline,16,1106,106,Low,True,"English, Urdu, Roman Urdu",806.482.1779,joy96@yahoo.com,2024-08-02
20597,Jacqueline Water Tank Cleaner Services,Water Tank Cleaner,Karachi,Gulshan,"Gulshan, Karachi",25.300477,67.074574,4.7,Busy,8,1444,87,Medium,True,Urdu,7881439917,dprice@phillips-king.info,2024-01-17
20598,Catherine Carpenter Services,Carpenter,Peshawar,Hayatabad,"Hayatabad, Peshawar",32.481928,67.471873,4.8,Available Soon,20,1139,37,Low,True,"English, Urdu, Roman Urdu",+1-408-060-4824,crystalroth@hotmail.com,2023-06-05
20599,Erika Mobile Repair Services,Mobile Repair,Lahore,Johar Town,"Johar Town, Lahore",26.877036,72.39921,3.9,Offline,6,2143,76,Medium,False,"English, Urdu",+1-649-418-1142x00694,juliamartinez@gardner.com,2024-07-25
20600,Steven Beautician Services,Beautician,Lahore,Model Town,"Model Town, Lahore",31.885588,67.562283,3.2,Available Soon,18,55,86,Medium,True,English,(508)221-7620x8313,ymora@herman.com,2023-08-24
20601,Emily AC Technician Services,AC Technician,Lahore,Johar Town,"Johar Town, Lahore",26.238358,70.924342,3.7,Busy,5,3052,77,High,False,Urdu,602-261-2650x5668,elizabethanderson@pearson.net,2024-11-19
20602,Alex Computer Technician Services,Computer Technician,Peshawar,Hayatabad,"Hayatabad, Peshawar",25.745136,69.572273,3.4,Available Soon,4,1607,30,Low,True,"Urdu, Roman Urdu",001-731-182-4845,barbara31@gmail.com,2025-04-19
20603,Shane Tutor Services,Tutor,Peshawar,Hayatabad,"Hayatabad, Peshawar",31.567195,70.456567,4.1,Offline,20,4736,68,Medium,False,Roman Urdu,531-812-7262,williamsterri@woods.com,2025-09-08
20604,Kara Mobile Repair Services,Mobile Repair,Karachi,Clifton,"Clifton, Karachi",29.805998,69.057458,3.0,Available,18,2340,67,Low,False,"Urdu, Roman Urdu",001-725-722-9694x3719,dhouse@yahoo.com,2025-04-03
20605,Rebecca Water Tank Cleaner Services,Water Tank Cleaner,Karachi,North Nazimabad,"North Nazimabad, Karachi",31.144095,70.846741,3.4,Available Soon,2,2772,89,Low,False,Urdu,(948)160-3369,sarahflores@gmail.com,2024-10-27
20606,Robert Painter Services,Painter,Rawalpindi,Saddar,"Saddar, Rawalpindi",24.484667,73.012039,3.9,Available Soon,12,357,43,Low,False,Urdu,433-579-0403x1183,martinchristina@hotmail.com,2024-05-12
20607,Darin Carpenter Services,Carpenter,Karachi,DHA,"DHA, Karachi",28.695871,70.236902,4.0,Offline,12,2610,105,Medium,False,Urdu,(561)743-6428,jcannon@gmail.com,2025-02-28
20608,Kevin Beautician Services,Beautician,Lahore,Johar Town,"Johar Town, Lahore",31.955686,73.039416,3.7,Busy,9,2198,112,Medium,True,"Urdu, Roman Urdu",6795801173,zadams@rogers.com,2022-05-24
20609,Adrian Electrician Services,Electrician,Karachi,Malir,"Malir, Karachi",24.398439,69.662778,4.2,Available,14,533,5,Medium,True,"English, Urdu, Roman Urdu",001-332-707-1758x376,christina19@hotmail.com,2025-04-30
20610,Jonathan Painter Services,Painter,Karachi,Malir,"Malir, Karachi",29.934117,71.868785,4.0,Busy,16,1161,49,Low,True,Urdu,7589831831,ulong@hotmail.com,2025-11-01
20611,Cynthia Carpenter Services,Carpenter,Islamabad,F-10,"F-10, Islamabad",25.718542,69.937243,4.3,Available,1,1201,38,Low,False,Urdu,001-907-434-8017x7740,mooreapril@white.net,2023-12-26
20612,Brittany Carpenter Services,Carpenter,Faisalabad,D Ground,"D Ground, Faisalabad",32.188214,67.30017,3.2,Busy,5,545,7,Low,False,"English, Urdu, Roman Urdu",094.828.1760x58063,nfields@hotmail.com,2023-07-14
20613,Mark Home Tutor Services,Home Tutor,Faisalabad,Madina Town,"Madina Town, Faisalabad",33.176594,72.868872,3.4,Offline,20,3006,14,Low,False,"English, Urdu, Roman Urdu",(549)589-8587x60329,jacoblopez@gmail.com,2022-07-05
20614,Edward AC Technician Services,AC Technician,Lahore,Bahria Town,"Bahria Town, Lahore",24.534156,72.012883,4.8,Available,8,2717,47,Low,False,"Urdu, Roman Urdu",001-074-198-0061,karen01@gmail.com,2022-09-24
20615,Connor Water Tank Cleaner Services,Water Tank Cleaner,Karachi,Korangi,"Korangi, Karachi",29.177045,67.865358,3.1,Available Soon,2,4638,16,Medium,False,"English, Urdu",(187)398-3303,wendybuck@reyes.com,2024-03-11
20616,David Mechanic Services,Mechanic,Karachi,Malir,"Malir, Karachi",26.298656,73.227746,3.3,Available Soon,10,581,56,Medium,False,"English, Urdu, Roman Urdu",(362)020-4358x2707,andrea72@boyd.net,2025-12-11
20617,Leonard Appliance Repair Services,Appliance Repair,Islamabad,F-10,"F-10, Islamabad",33.861434,67.950886,4.1,Available Soon,5,968,63,Low,True,Roman Urdu,337.069.3565,hortiz@yahoo.com,2024-06-02
20618,Susan Appliance Repair Services,Appliance Repair,Karachi,Clifton,"Clifton, Karachi",29.428063,67.123794,3.8,Busy,5,3893,83,High,False,Roman Urdu,295-676-0216,mshaw@gmail.com,2022-09-24
20619,Matthew Computer Technician Services,Computer Technician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",24.870408,67.011937,3.6,Offline,2,837,105,Low,True,"Urdu, Roman Urdu",470.909.9244x15378,helenavila@gmail.com,2026-04-14
20620,Judy Appliance Repair Services,Appliance Repair,Faisalabad,Madina Town,"Madina Town, Faisalabad",25.939733,68.659039,3.7,Offline,10,3940,62,Low,False,English,358-665-5930x079,dariusmason@hotmail.com,2025-09-22
20621,David Beautician Services,Beautician,Lahore,DHA,"DHA, Lahore",30.742692,73.26387,4.7,Available,13,1414,17,High,False,"English, Urdu",5303928887,kathrynjohnston@miller.com,2023-06-23
20622,Rachel Cleaning Service Services,Cleaning Service,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",33.766809,73.27687,4.0,Offline,7,3164,33,High,True,"Urdu, Roman Urdu",+1-443-357-9527x251,halljustin@yahoo.com,2025-02-11
20623,Joseph Cleaning Service Services,Cleaning Service,Peshawar,Cantt,"Cantt, Peshawar",33.304442,71.318581,4.4,Available,2,3818,82,High,False,Roman Urdu,121-316-7940x145,michael89@hotmail.com,2022-06-21
20624,Kimberly Mechanic Services,Mechanic,Peshawar,Cantt,"Cantt, Peshawar",32.949117,68.064328,4.3,Available,5,4732,45,Medium,False,Urdu,622.659.5405x302,wwashington@gmail.com,2025-04-27
20625,Cynthia Mechanic Services,Mechanic,Lahore,DHA,"DHA, Lahore",26.492688,71.666696,3.1,Offline,20,4213,31,High,True,Roman Urdu,526-367-3451,rachelgreen@gmail.com,2025-10-09
20626,Kelly Electrician Services,Electrician,Karachi,Gulshan,"Gulshan, Karachi",25.05938,72.287719,4.9,Available,2,3331,72,Medium,False,Roman Urdu,564-948-0791,sextonshelley@gmail.com,2025-06-10
20627,Jesse Computer Technician Services,Computer Technician,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",32.88311,69.158104,3.5,Busy,3,101,115,Medium,False,English,(594)981-7909x180,manningjeffrey@meyer-williams.net,2024-08-12
20628,Holly Appliance Repair Services,Appliance Repair,Karachi,Clifton,"Clifton, Karachi",31.840018,67.275189,4.9,Offline,20,3190,98,Medium,True,"English, Urdu",001-352-191-7900,bowenjason@hotmail.com,2025-01-22
20629,Eric Water Tank Cleaner Services,Water Tank Cleaner,Islamabad,I-8,"I-8, Islamabad",25.55026,68.605706,4.9,Available Soon,4,575,78,Low,False,Urdu,(436)899-9962x36352,charlesmatthews@smith-mcpherson.com,2024-10-25
20630,Richard Mechanic Services,Mechanic,Faisalabad,D Ground,"D Ground, Faisalabad",25.01097,71.525553,3.8,Available Soon,16,2967,118,High,True,Roman Urdu,+1-865-980-7787x743,sherry76@perry.info,2024-03-30
20631,Douglas AC Technician Services,AC Technician,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",25.578563,71.04817,4.9,Available,13,1567,87,High,True,Roman Urdu,921.860.9161x670,johnsoncaitlin@williams.com,2022-07-14
20632,Preston Appliance Repair Services,Appliance Repair,Islamabad,I-8,"I-8, Islamabad",33.182315,72.404772,4.8,Offline,18,1832,32,High,False,"English, Urdu",+1-206-438-2224,grayalexis@anderson.com,2024-08-21
20633,Diane Computer Technician Services,Computer Technician,Lahore,Bahria Town,"Bahria Town, Lahore",29.248922,68.354249,3.3,Available Soon,11,4333,21,Medium,False,"Urdu, Roman Urdu",+1-036-596-1496,chaseramirez@freeman-curtis.net,2023-11-15
20634,Gabriel Cleaning Service Services,Cleaning Service,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",30.774902,69.372179,3.4,Available Soon,16,773,113,High,False,"English, Urdu",372.433.6367,allisonobrien@yahoo.com,2025-04-01
20635,Laurie Painter Services,Painter,Islamabad,Blue Area,"Blue Area, Islamabad",33.627289,67.822548,3.5,Available,20,1168,49,Medium,False,Urdu,001-233-501-4494x64095,jason97@brown.org,2025-03-29
20636,Joann Home Tutor Services,Home Tutor,Lahore,DHA,"DHA, Lahore",28.419488,68.526253,4.5,Available Soon,20,1014,15,High,True,"English, Urdu",(452)903-3436x31012,stevennunez@gmail.com,2023-06-21
20637,Danielle Tutor Services,Tutor,Lahore,Gulberg,"Gulberg, Lahore",32.554785,73.726417,3.8,Busy,10,3677,81,High,False,Roman Urdu,001-841-961-2519x275,billy51@hines.com,2023-01-23
20638,Jessica Mechanic Services,Mechanic,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",32.985883,67.694256,3.1,Busy,20,1990,44,High,False,English,227.311.4111x3602,wlewis@thompson.info,2023-06-28
20639,Denise Electrician Services,Electrician,Islamabad,Blue Area,"Blue Area, Islamabad",30.611054,69.675547,3.1,Offline,18,2217,40,High,True,"English, Urdu, Roman Urdu",+1-666-218-9520x07916,nathanallen@cochran-adams.info,2023-09-02
20640,Scott Cleaning Service Services,Cleaning Service,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",27.766258,72.779663,4.8,Busy,5,3181,87,Medium,False,"English, Urdu",199.397.2880,marshallmelissa@barajas-hanson.com,2025-11-13
20641,Barry Carpenter Services,Carpenter,Karachi,Gulshan,"Gulshan, Karachi",29.244884,68.808828,3.0,Busy,18,2985,97,High,True,"English, Urdu",784.357.7868x092,rodriguezsteven@huang.org,2024-04-22
20642,Jose Tutor Services,Tutor,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",25.051402,67.131417,4.2,Offline,7,4884,54,Medium,True,Urdu,(866)274-1378,michael90@gmail.com,2023-12-20
20643,Mark Tutor Services,Tutor,Islamabad,F-10,"F-10, Islamabad",28.663075,69.868911,3.5,Busy,7,4069,82,High,True,English,001-986-638-1009x5403,amanda68@pierce.com,2023-08-10
20644,Rebecca AC Technician Services,AC Technician,Rawalpindi,Saddar,"Saddar, Rawalpindi",31.890326,73.305216,4.3,Offline,14,370,83,Medium,False,English,014.780.3591x40683,sarah48@williams.com,2024-06-20
20645,Christopher Beautician Services,Beautician,Lahore,Johar Town,"Johar Town, Lahore",26.947352,73.045497,4.2,Available,5,4146,81,Medium,False,"Urdu, Roman Urdu",+1-359-128-5270x97629,heatherfritz@chandler-brown.biz,2024-11-21
20646,David Painter Services,Painter,Rawalpindi,PWD,"PWD, Rawalpindi",29.762486,71.428403,3.8,Available Soon,3,682,15,High,True,Roman Urdu,982-168-8754x644,mcdonaldannette@fisher-combs.com,2023-11-22
20647,Jack Appliance Repair Services,Appliance Repair,Islamabad,F-10,"F-10, Islamabad",30.198821,71.244719,4.9,Busy,4,1658,92,Low,False,"English, Urdu",+1-089-894-0874x94954,rking@yahoo.com,2023-07-23
20648,Rodney Tutor Services,Tutor,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",30.545433,68.716278,3.8,Offline,1,2217,37,Medium,False,Roman Urdu,373.577.2886x676,robertsonjustin@yahoo.com,2024-03-23
20649,Robert Carpenter Services,Carpenter,Faisalabad,D Ground,"D Ground, Faisalabad",28.38306,72.176816,3.9,Available,3,2358,107,Medium,True,Urdu,001-651-118-9437,deborahdecker@yahoo.com,2025-08-19
20650,Jeremy Electrician Services,Electrician,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",27.779317,73.638292,3.0,Busy,20,2452,89,High,False,Roman Urdu,910-477-4279,ramoschristopher@williams.net,2025-02-05
20651,Gregory Computer Technician Services,Computer Technician,Peshawar,Hayatabad,"Hayatabad, Peshawar",29.095832,71.313512,3.1,Available,7,3515,93,Low,False,English,001-486-930-1121x8832,chandlerchristine@moss-collins.org,2023-08-06
20652,Patrick Carpenter Services,Carpenter,Lahore,DHA,"DHA, Lahore",25.70509,70.647748,4.6,Offline,6,3012,24,Medium,True,"Urdu, Roman Urdu",(516)175-5190x898,joeatkinson@martinez.com,2024-08-31
20653,Jeffrey Painter Services,Painter,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",25.729543,70.775953,4.8,Busy,5,1798,48,High,False,English,(581)416-7818,rjones@jones.net,2023-11-23
20654,Mckenzie Carpenter Services,Carpenter,Rawalpindi,PWD,"PWD, Rawalpindi",24.998909,68.203834,3.6,Available Soon,2,3886,46,Medium,True,"English, Urdu, Roman Urdu",001-216-988-2186x84113,kimberlywilcox@wolfe.com,2022-05-14
20655,Dave Plumber Services,Plumber,Islamabad,Bahria Town,"Bahria Town, Islamabad",29.632845,73.654512,4.6,Available Soon,7,3498,97,High,True,"English, Urdu",(160)933-8104x8770,stephanie14@yahoo.com,2025-08-23
20656,Sherri Beautician Services,Beautician,Faisalabad,Madina Town,"Madina Town, Faisalabad",31.454186,68.818997,4.0,Offline,8,3035,78,Medium,True,Urdu,(761)635-9617x358,archerangela@johnson-burnett.biz,2023-09-01
20657,Vanessa Beautician Services,Beautician,Islamabad,F-10,"F-10, Islamabad",29.197551,73.536235,3.6,Offline,6,480,34,Medium,True,"English, Urdu",191.776.0162,bburton@kaiser.biz,2025-04-22
20658,Jessica Painter Services,Painter,Karachi,Nazimabad,"Nazimabad, Karachi",26.299786,69.530202,3.7,Offline,14,1728,53,Medium,True,English,420.749.9531x152,kylewade@yahoo.com,2025-02-25
20659,Kim Water Tank Cleaner Services,Water Tank Cleaner,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",31.167685,73.497496,3.7,Available,1,4787,90,Medium,True,Roman Urdu,+1-991-139-2103,danieldixon@yahoo.com,2022-06-02
20660,Jonathan Tutor Services,Tutor,Faisalabad,Madina Town,"Madina Town, Faisalabad",31.28839,72.997293,3.1,Busy,4,2615,81,High,True,Roman Urdu,(205)076-7092x484,sheri82@yahoo.com,2024-12-02
20661,Adam Mobile Repair Services,Mobile Repair,Lahore,Bahria Town,"Bahria Town, Lahore",25.789188,68.889118,3.9,Available Soon,8,2939,79,Medium,False,"English, Urdu, Roman Urdu",001-406-411-4807x822,ewilliams@gmail.com,2025-12-31
20662,Juan AC Technician Services,AC Technician,Islamabad,I-8,"I-8, Islamabad",33.011927,73.504645,4.8,Available Soon,6,698,45,Medium,True,"Urdu, Roman Urdu",001-423-573-5702x8401,jsanchez@beasley.com,2026-02-09
20663,David Water Tank Cleaner Services,Water Tank Cleaner,Lahore,Bahria Town,"Bahria Town, Lahore",26.189599,68.679221,3.6,Available Soon,18,1707,20,High,True,Roman Urdu,(570)418-2824x78258,marynichols@harris-wagner.info,2024-03-20
20664,Jack Electrician Services,Electrician,Faisalabad,Madina Town,"Madina Town, Faisalabad",26.752793,69.864712,3.3,Available,3,4240,116,Medium,True,"English, Urdu, Roman Urdu",660-831-3125x79397,monicalopez@hotmail.com,2025-02-10
20665,Andrew Beautician Services,Beautician,Faisalabad,D Ground,"D Ground, Faisalabad",31.841234,67.497853,4.0,Offline,3,1983,88,High,False,"English, Urdu",+1-057-767-9590x22442,deborahnelson@yahoo.com,2022-10-11
20666,Amanda Tutor Services,Tutor,Rawalpindi,Chaklala,"Chaklala, Rawalpindi",29.480195,68.091597,3.6,Available,14,4664,42,Medium,True,English,001-630-958-9263x806,kevinschmitt@hotmail.com,2024-01-18
20667,Andrea Mobile Repair Services,Mobile Repair,Faisalabad,D Ground,"D Ground, Faisalabad",27.03889,70.156954,3.9,Offline,16,4385,111,High,False,English,001-147-823-6060,testes@hotmail.com,2023-06-28
20668,Danielle Plumber Services,Plumber,Lahore,Gulberg,"Gulberg, Lahore",24.599437,73.653519,4.8,Offline,19,4757,20,Medium,False,Roman Urdu,001-338-751-2355,gabriellebender@mendez.info,2024-01-11
20669,Dillon Water Tank Cleaner Services,Water Tank Cleaner,Karachi,North Nazimabad,"North Nazimabad, Karachi",27.540139,69.29455,5.0,Available Soon,15,1497,58,Medium,False,Urdu,067.705.7437,john50@farmer-grant.org,2023-05-12
20670,Manuel Plumber Services,Plumber,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",27.037198,67.96368,3.9,Busy,13,4403,81,Medium,True,"English, Urdu",403-833-6401,andrea64@williams.net,2024-01-06
20671,Dawn Appliance Repair Services,Appliance Repair,Rawalpindi,Saddar,"Saddar, Rawalpindi",28.641174,68.88609,3.1,Available Soon,5,475,108,Medium,True,English,(958)367-3078,mbrown@yahoo.com,2025-06-30
20672,Heather Cleaning Service Services,Cleaning Service,Rawalpindi,Saddar,"Saddar, Rawalpindi",26.149959,71.266563,4.4,Offline,19,2661,106,High,True,"Urdu, Roman Urdu",9841295323,lancedunn@underwood-wood.com,2025-03-05
20673,Rebecca Water Tank Cleaner Services,Water Tank Cleaner,Faisalabad,Peoples Colony,"Peoples Colony, Faisalabad",30.194837,67.439716,4.3,Offline,10,1444,45,Medium,True,"English, Urdu",165-898-8533,pauldoyle@yahoo.com,2022-04-24
20674,William Computer Technician Services,Computer Technician,Islamabad,I-8,"I-8, Islamabad",33.285593,72.934306,3.2,Busy,16,337,106,Medium,False,"English, Urdu",001-802-109-9466x77463,hcraig@king-bradshaw.com,2023-04-30
20675,Andrew Painter Services,Painter,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",25.850803,73.146849,3.8,Offline,10,4730,67,Medium,False,Urdu,(324)830-6493,yhartman@yahoo.com,2026-01-27
20676,Daniel Appliance Repair Services,Appliance Repair,Islamabad,F-10,"F-10, Islamabad",33.739854,73.023933,4.5,Available Soon,4,4706,93,Medium,False,"English, Urdu",525-267-8414x8470,yjohnson@yahoo.com,2024-02-11
20677,Michelle Tutor Services,Tutor,Lahore,DHA,"DHA, Lahore",25.553964,72.043695,3.3,Available Soon,3,3780,7,Low,True,Roman Urdu,3759147953,lauren96@webb.com,2025-12-22
20678,Caitlin Plumber Services,Plumber,Karachi,Malir,"Malir, Karachi",27.175906,68.275448,3.4,Available,17,1412,7,High,True,"English, Urdu, Roman Urdu",(470)658-6628,russellchristian@harrison.com,2023-06-28
20679,Marissa Tutor Services,Tutor,Karachi,Korangi,"Korangi, Karachi",24.639643,70.439079,3.8,Available,11,2134,33,Medium,True,Roman Urdu,(760)354-4761x3173,allenpratt@howard.com,2025-04-13
20680,Edward Painter Services,Painter,Rawalpindi,PWD,"PWD, Rawalpindi",31.389954,68.239124,4.2,Available Soon,11,1380,72,Low,False,Urdu,621.110.3907x8160,ulee@hotmail.com,2022-09-17
20681,Anna Electrician Services,Electrician,Lahore,DHA,"DHA, Lahore",25.344478,67.797714,4.5,Available,9,2462,97,Medium,True,"English, Urdu, Roman Urdu",001-379-823-0747x835,john30@king.com,2022-08-06
20682,Kevin Home Tutor Services,Home Tutor,Faisalabad,D Ground,"D Ground, Faisalabad",26.031054,68.654962,3.3,Available,1,1065,26,Medium,True,English,291.123.7134x42207,sherry32@gmail.com,2024-09-21
20683,Laura Electrician Services,Electrician,Islamabad,Blue Area,"Blue Area, Islamabad",25.729554,72.529971,4.8,Available Soon,10,3704,107,High,False,"English, Urdu",(780)797-4926x9234,landerson@yahoo.com,2023-11-24
20684,Jill Carpenter Services,Carpenter,Lahore,Johar Town,"Johar Town, Lahore",29.891795,67.046769,4.1,Available Soon,4,768,112,Medium,True,Urdu,001-296-550-0444x8185,coltonriddle@hotmail.com,2025-02-03
20685,Morgan Mechanic Services,Mechanic,Rawalpindi,Bahria Town,"Bahria Town, Rawalpindi",26.127514,68.558845,3.2,Available Soon,1,817,73,High,True,"English, Urdu",+1-506-019-2428x33087,hopkinsjames@wagner.com,2023-11-20
